ID,event,sectionID,val,procID,ts,ticket
idUnico,END_FUNC_PROC, dejoSurtidor,1,6,1542231447297708683,260
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,6,1542231447297882663,261
idUnico,END_FUNC_PROC, dameSurtidor,0,6,1542231447298043791,262
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,5,1542231447377033323,263
idUnico,END_FUNC_PROC, dejoSurtidor,1,5,1542231447377330977,264
idUnico,END_FUNC_PROC, dameSurtidor,0,15,1542231447377540873,265
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,17,1542231447430043345,266
idUnico,END_FUNC_PROC, dejoSurtidor,1,17,1542231447430237644,267
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,17,1542231447430413381,268
idUnico,END_FUNC_PROC, dameSurtidor,0,17,1542231447430575938,269
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,12,1542231447476975292,270
idUnico,END_FUNC_PROC, dejoSurtidor,1,12,1542231447477159926,271
idUnico,END_FUNC_PROC, dameSurtidor,0,22,1542231447477353127,272
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,15,1542231447650822288,273
idUnico,END_FUNC_PROC, dejoSurtidor,1,15,1542231447651131255,274
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,15,1542231447651312813,275
idUnico,END_FUNC_PROC, dameSurtidor,0,15,1542231447651474272,276
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,16,1542231447682592653,277
idUnico,END_FUNC_PROC, dejoSurtidor,1,16,1542231447682916778,278
idUnico,END_FUNC_PROC, dameSurtidor,0,4,1542231447683143369,279
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,6,1542231447710319305,280
idUnico,END_FUNC_PROC, dejoSurtidor,1,6,1542231447710640574,281
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,6,1542231447710837179,282
idUnico,END_FUNC_PROC, dameSurtidor,0,6,1542231447711024888,283
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,11,1542231447714913174,284
idUnico,END_FUNC_PROC, dejoSurtidor,1,11,1542231447715107803,285
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,11,1542231447715304957,286
idUnico,END_FUNC_PROC, dameSurtidor,0,11,1542231447715483550,287
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,22,1542231447890624189,288
idUnico,END_FUNC_PROC, dejoSurtidor,1,22,1542231447890939636,289
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,22,1542231447891121634,290
idUnico,END_FUNC_PROC, dameSurtidor,0,22,1542231447891282652,291
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,11,1542231448177763998,292
idUnico,END_FUNC_PROC, dejoSurtidor,1,11,1542231448178130959,293
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,11,1542231448178311967,294
idUnico,END_FUNC_PROC, dameSurtidor,0,11,1542231448178473316,295
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,6,1542231448193283533,296
idUnico,END_FUNC_PROC, dejoSurtidor,1,6,1542231448193467727,297
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,6,1542231448193642695,298
idUnico,END_FUNC_PROC, dameSurtidor,0,6,1542231448193804482,299
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,4,1542231448292422604,300
idUnico,END_FUNC_PROC, dejoSurtidor,1,4,1542231448292629095,301
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,4,1542231448292824712,302
idUnico,END_FUNC_PROC, dameSurtidor,0,4,1542231448293002536,303
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,17,1542231448317830529,304
idUnico,END_FUNC_PROC, dejoSurtidor,1,17,1542231448318058658,305
idUnico,END_FUNC_PROC, dameSurtidor,0,21,1542231448318256032,306
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,15,1542231448367735612,307
idUnico,END_FUNC_PROC, dejoSurtidor,1,15,1542231448367961434,308
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,15,1542231448368156612,309
idUnico,END_FUNC_PROC, dameSurtidor,0,15,1542231448368334765,310
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,6,1542231448455054079,311
idUnico,END_FUNC_PROC, dejoSurtidor,1,6,1542231448455332402,312
idUnico,END_FUNC_PROC, dameSurtidor,0,9,1542231448455534280,313
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,4,1542231448570252966,314
idUnico,END_FUNC_PROC, dejoSurtidor,1,4,1542231448570451439,315
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,4,1542231448570627395,316
idUnico,END_FUNC_PROC, dameSurtidor,0,4,1542231448570788194,317
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,21,1542231448570968654,318
idUnico,END_FUNC_PROC, dejoSurtidor,1,21,1542231448571135274,319
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,21,1542231448571309144,320
idUnico,END_FUNC_PROC, dameSurtidor,0,21,1542231448571469284,321
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,11,1542231448619708602,322
idUnico,END_FUNC_PROC, dejoSurtidor,1,11,1542231448619894005,323
idUnico,END_FUNC_PROC, dameSurtidor,0,8,1542231448620084020,324
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,9,1542231448665771860,325
idUnico,END_FUNC_PROC, dejoSurtidor,1,9,1542231448665955285,326
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,9,1542231448666131132,327
idUnico,END_FUNC_PROC, dameSurtidor,0,9,1542231448666293030,328
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,22,1542231448678532339,329
idUnico,END_FUNC_PROC, dejoSurtidor,1,22,1542231448678717082,330
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,22,1542231448678892709,331
idUnico,END_FUNC_PROC, dameSurtidor,0,22,1542231448679060648,332
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,4,1542231448683003852,333
idUnico,END_FUNC_PROC, dejoSurtidor,1,4,1542231448683181785,334
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,4,1542231448683354666,335
idUnico,END_FUNC_PROC, dameSurtidor,0,4,1542231448683521506,336
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,9,1542231448882532911,337
idUnico,END_FUNC_PROC, dejoSurtidor,1,9,1542231448882794319,338
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,9,1542231448882973351,339
idUnico,END_FUNC_PROC, dameSurtidor,0,9,1542231448883134480,340
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,4,1542231448892746073,341
idUnico,END_FUNC_PROC, dejoSurtidor,1,4,1542231448892931476,342
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,4,1542231448893105235,343
